Date,Price,Open,High,Low,Change
2007-03-11,1.3114,1.3131,1.3159,1.3085,-0.11
2007-03-12,1.3188,1.3115,1.3202,1.3108,0.56
2007-03-13,1.3198,1.3189,1.3223,1.3155,0.08
2007-03-14,1.3224,1.3199,1.3247,1.3175,0.2
2007-03-15,1.3239,1.322,1.3254,1.3193,0.11
2007-03-16,1.3314,1.3238,1.3342,1.3232,0.57
2007-03-17,1.3314,1.3238,1.3342,1.3232,0.57
2007-03-18,1.3314,1.3238,1.3342,1.3232,0.57
2007-03-19,1.3302,1.3319,1.3327,1.3279,-0.09
2007-03-20,1.3316,1.3301,1.3324,1.327,0.11
2007-03-21,1.3386,1.3321,1.339,1.3287,0.53
2007-03-22,1.3333,1.3384,1.3413,1.331,-0.4
2007-03-23,1.3285,1.3333,1.3345,1.3282,-0.36
2007-03-24,1.3285,1.3333,1.3345,1.3282,-0.36
2007-03-25,1.3285,1.3333,1.3345,1.3282,-0.36
2007-03-26,1.3335,1.329,1.3349,1.3254,0.38
2007-03-27,1.3354,1.3331,1.3371,1.3319,0.14
2007-03-28,1.3317,1.3356,1.3375,1.3307,-0.28
2007-03-29,1.3333,1.3315,1.3356,1.3301,0.12
2007-03-30,1.3358,1.3329,1.3403,1.3289,0.19
2007-03-31,1.3358,1.3329,1.3403,1.3289,0.19
2007-04-01,1.3358,1.3329,1.3403,1.3289,0.19
2007-04-02,1.3369,1.3375,1.3384,1.3331,0.08
2007-04-03,1.3335,1.3367,1.3384,1.3319,-0.25
2007-04-04,1.3373,1.3325,1.3382,1.3319,0.28
2007-04-05,1.3422,1.3373,1.3443,1.3352,0.37
2007-04-06,1.3379,1.3429,1.3435,1.3365,-0.32
2007-04-07,1.3379,1.3429,1.3435,1.3365,-0.32
2007-04-08,1.3379,1.3429,1.3435,1.3365,-0.32
2007-04-09,1.3354,1.3373,1.338,1.334,-0.19
2007-04-10,1.3437,1.3358,1.3457,1.3348,0.62
2007-04-11,1.3432,1.3434,1.3443,1.3407,-0.04
2007-04-12,1.3487,1.3432,1.3504,1.343,0.41
2007-04-13,1.3529,1.3489,1.3554,1.3479,0.31
2007-04-14,1.3529,1.3489,1.3554,1.3479,0.31
2007-04-15,1.3529,1.3489,1.3554,1.3479,0.31
2007-04-16,1.3533,1.3556,1.3577,1.3529,0.03
2007-04-17,1.3572,1.3526,1.3595,1.3521,0.29
2007-04-18,1.3609,1.3575,1.3619,1.3544,0.27
2007-04-19,1.3608,1.3612,1.3621,1.3559,-0.01
2007-04-20,1.3591,1.3614,1.3638,1.3585,-0.12
2007-04-21,1.3591,1.3614,1.3638,1.3585,-0.12
2007-04-22,1.3591,1.3614,1.3638,1.3585,-0.12
2007-04-23,1.3577,1.3603,1.3609,1.3542,-0.1
2007-04-24,1.3643,1.3579,1.3645,1.3548,0.49
2007-04-25,1.3638,1.3638,1.3666,1.3619,-0.04
2007-04-26,1.3594,1.3643,1.3655,1.3584,-0.32
2007-04-27,1.3653,1.3592,1.3683,1.3586,0.43
2007-04-28,1.3653,1.3592,1.3683,1.3586,0.43
2007-04-29,1.3653,1.3592,1.3683,1.3586,0.43
2007-04-30,1.3647,1.3634,1.368,1.3588,-0.04
2007-05-01,1.3605,1.3641,1.3674,1.359,-0.31
2007-05-02,1.359,1.3605,1.3613,1.356,-0.11
2007-05-03,1.3556,1.3584,1.3624,1.3548,-0.25
2007-05-04,1.359,1.3548,1.3611,1.3531,0.25
2007-05-05,1.359,1.3548,1.3611,1.3531,0.25
2007-05-06,1.359,1.3548,1.3611,1.3531,0.25
2007-05-07,1.3599,1.3602,1.3629,1.3592,0.07
2007-05-08,1.3542,1.36,1.3623,1.3515,-0.42
2007-05-09,1.3529,1.3546,1.3567,1.3519,-0.1
2007-05-10,1.3485,1.3527,1.3565,1.3465,-0.33
2007-05-11,1.3529,1.3476,1.3533,1.3462,0.33
2007-05-12,1.3529,1.3476,1.3533,1.3462,0.33
2007-05-13,1.3529,1.3476,1.3533,1.3462,0.33
2007-05-14,1.3542,1.3533,1.3559,1.3525,0.1
2007-05-15,1.3592,1.3542,1.3611,1.3527,0.37
2007-05-16,1.3521,1.3594,1.3611,1.3504,-0.52
2007-05-17,1.3495,1.3516,1.3545,1.3475,-0.19
2007-05-18,1.3509,1.3498,1.3522,1.3465,0.1
2007-05-19,1.3509,1.3498,1.3522,1.3465,0.1
2007-05-20,1.3509,1.3498,1.3522,1.3465,0.1
2007-05-21,1.3468,1.3519,1.3529,1.3436,-0.3
2007-05-22,1.3451,1.3461,1.348,1.3438,-0.13
2007-05-23,1.3462,1.3451,1.3504,1.3415,0.08
2007-05-24,1.3428,1.346,1.3462,1.3415,-0.25
2007-05-25,1.3441,1.3431,1.3474,1.3411,0.1
2007-05-26,1.3441,1.3431,1.3474,1.3411,0.1
2007-05-27,1.3441,1.3431,1.3474,1.3411,0.1
2007-05-28,1.3453,1.3447,1.3464,1.3445,0.09
2007-05-29,1.3446,1.345,1.3522,1.342,-0.05
2007-05-30,1.3428,1.3447,1.3457,1.3407,-0.13
2007-05-31,1.3453,1.343,1.3478,1.3424,0.19
2007-06-01,1.3449,1.3453,1.3464,1.3392,-0.03
2007-06-02,1.3449,1.3453,1.3464,1.3392,-0.03
2007-06-03,1.3449,1.3453,1.3464,1.3392,-0.03
2007-06-04,1.3493,1.3445,1.35,1.3432,0.33
2007-06-05,1.3524,1.3494,1.3555,1.3487,0.23
2007-06-06,1.3504,1.3517,1.3541,1.3485,-0.15
2007-06-07,1.343,1.3504,1.3514,1.3422,-0.55
2007-06-08,1.3374,1.3426,1.3429,1.332,-0.42
2007-06-09,1.3374,1.3426,1.3429,1.332,-0.42
2007-06-10,1.3374,1.3426,1.3429,1.332,-0.42
2007-06-11,1.3359,1.3363,1.3365,1.3333,-0.11
2007-06-12,1.3302,1.3357,1.3369,1.33,-0.43
2007-06-13,1.3312,1.3302,1.3316,1.3264,0.08
2007-06-14,1.3312,1.3314,1.3325,1.3279,0
2007-06-15,1.3388,1.3306,1.339,1.3304,0.57
2007-06-16,1.3388,1.3306,1.339,1.3304,0.57
2007-06-17,1.3388,1.3306,1.339,1.3304,0.57
2007-06-18,1.3415,1.3377,1.342,1.3376,0.2
2007-06-19,1.3427,1.3414,1.3437,1.3382,0.09
2007-06-20,1.3405,1.3424,1.3438,1.3396,-0.16
2007-06-21,1.3396,1.3403,1.3409,1.3373,-0.07
2007-06-22,1.3469,1.3386,1.3471,1.3381,0.54
2007-06-23,1.3469,1.3386,1.3471,1.3381,0.54
2007-06-24,1.3469,1.3386,1.3471,1.3381,0.54
2007-06-25,1.3464,1.3466,1.3474,1.3439,-0.04
2007-06-26,1.3453,1.3462,1.3481,1.3432,-0.08
2007-06-27,1.3452,1.3457,1.346,1.3415,-0.01
2007-06-28,1.3446,1.3451,1.3482,1.3423,-0.04
2007-06-29,1.3542,1.3447,1.3542,1.343,0.71
2007-06-30,1.3542,1.3447,1.3542,1.343,0.71
2007-07-01,1.3542,1.3447,1.3542,1.343,0.71
2007-07-02,1.3626,1.3542,1.3639,1.3529,0.62
2007-07-03,1.3612,1.3632,1.3636,1.3583,-0.1
2007-07-04,1.3612,1.3609,1.3632,1.3605,0
2007-07-05,1.3598,1.3613,1.3662,1.3579,-0.1
2007-07-06,1.3628,1.3597,1.3642,1.3568,0.22
2007-07-07,1.3628,1.3597,1.3642,1.3568,0.22
2007-07-08,1.3628,1.3597,1.3642,1.3568,0.22
2007-07-09,1.3629,1.3633,1.364,1.3609,0.01
2007-07-10,1.3746,1.3632,1.375,1.3594,0.86
2007-07-11,1.3746,1.3748,1.3786,1.3731,0
2007-07-12,1.3794,1.3746,1.38,1.3742,0.35
2007-07-13,1.3784,1.3788,1.3815,1.3763,-0.07
2007-07-14,1.3784,1.3788,1.3815,1.3763,-0.07
2007-07-15,1.3784,1.3788,1.3815,1.3763,-0.07
2007-07-16,1.3771,1.3779,1.3803,1.3758,-0.09
2007-07-17,1.3788,1.3774,1.3801,1.3758,0.12
2007-07-18,1.3803,1.3782,1.3834,1.3752,0.11
2007-07-19,1.3798,1.3805,1.3832,1.3786,-0.04
2007-07-20,1.3827,1.3797,1.3844,1.3779,0.21
2007-07-21,1.3827,1.3797,1.3844,1.3779,0.21
2007-07-22,1.3827,1.3797,1.3844,1.3779,0.21
2007-07-23,1.3811,1.3838,1.3845,1.3796,-0.12
2007-07-24,1.3828,1.3809,1.3854,1.3799,0.12
2007-07-25,1.3724,1.3828,1.3831,1.3697,-0.75
2007-07-26,1.3744,1.3725,1.3773,1.3691,0.15
2007-07-27,1.3634,1.3737,1.3754,1.3627,-0.8
2007-07-28,1.3634,1.3737,1.3754,1.3627,-0.8
2007-07-29,1.3634,1.3737,1.3754,1.3627,-0.8
2007-07-30,1.3693,1.3615,1.3706,1.3609,0.43
2007-07-31,1.3673,1.3695,1.3728,1.3669,-0.15
2007-08-01,1.367,1.3676,1.3712,1.3638,-0.02
2007-08-02,1.37,1.3681,1.3708,1.3651,0.22
2007-08-03,1.3774,1.3703,1.382,1.3682,0.54
2007-08-04,1.3774,1.3703,1.382,1.3682,0.54
2007-08-05,1.3774,1.3703,1.382,1.3682,0.54
2007-08-06,1.3794,1.3828,1.384,1.378,0.15
2007-08-07,1.3744,1.379,1.3817,1.3735,-0.36
2007-08-08,1.3796,1.3744,1.3828,1.372,0.38
2007-08-09,1.3672,1.3794,1.3819,1.3655,-0.9
2007-08-10,1.3693,1.3678,1.3706,1.3641,0.15
2007-08-11,1.3693,1.3678,1.3706,1.3641,0.15
2007-08-12,1.3693,1.3678,1.3706,1.3641,0.15
2007-08-13,1.3611,1.3687,1.371,1.3603,-0.6
2007-08-14,1.3537,1.3607,1.363,1.3531,-0.54
2007-08-15,1.3426,1.3536,1.3539,1.3425,-0.82
2007-08-16,1.3424,1.3426,1.3449,1.3359,-0.01
2007-08-17,1.3476,1.342,1.3546,1.3371,0.39
2007-08-18,1.3476,1.342,1.3546,1.3371,0.39
2007-08-19,1.3476,1.342,1.3546,1.3371,0.39
2007-08-20,1.3473,1.348,1.3509,1.346,-0.02
2007-08-21,1.3462,1.3476,1.3523,1.3457,-0.08
2007-08-22,1.355,1.3462,1.355,1.3449,0.65
2007-08-23,1.3569,1.3549,1.3589,1.3535,0.14
2007-08-24,1.3681,1.3566,1.3682,1.3554,0.83
2007-08-25,1.3681,1.3566,1.3682,1.3554,0.83
2007-08-26,1.3681,1.3566,1.3682,1.3554,0.83
2007-08-27,1.3644,1.3671,1.3686,1.3634,-0.27
2007-08-28,1.3604,1.3642,1.3681,1.3599,-0.29
2007-08-29,1.3676,1.3601,1.3681,1.3563,0.53
2007-08-30,1.3638,1.3678,1.3679,1.3593,-0.28
2007-08-31,1.363,1.3637,1.3721,1.3621,-0.06
2007-09-01,1.363,1.3637,1.3721,1.3621,-0.06
2007-09-02,1.363,1.3637,1.3721,1.3621,-0.06
2007-09-03,1.3621,1.3628,1.3656,1.3603,-0.07
2007-09-04,1.3607,1.3622,1.3628,1.3552,-0.1
2007-09-05,1.365,1.3604,1.3673,1.3569,0.32
2007-09-06,1.3689,1.365,1.3711,1.3635,0.29
2007-09-07,1.3768,1.3695,1.38,1.3664,0.58
2007-09-08,1.3768,1.3695,1.38,1.3664,0.58
2007-09-09,1.3768,1.3695,1.38,1.3664,0.58
2007-09-10,1.3798,1.3784,1.3817,1.3767,0.22
2007-09-11,1.3838,1.3807,1.3849,1.3779,0.29
2007-09-12,1.3904,1.3834,1.3916,1.3825,0.48
2007-09-13,1.3868,1.3904,1.3927,1.3862,-0.26
2007-09-14,1.3875,1.3868,1.3897,1.3845,0.05
2007-09-15,1.3875,1.3868,1.3897,1.3845,0.05
2007-09-16,1.3875,1.3868,1.3897,1.3845,0.05
2007-09-17,1.3866,1.3868,1.3889,1.3849,-0.06
2007-09-18,1.3982,1.3863,1.399,1.3828,0.84
2007-09-19,1.3967,1.3979,1.3988,1.3935,-0.11
2007-09-20,1.4074,1.3967,1.4101,1.3962,0.77
2007-09-21,1.4091,1.4064,1.4122,1.4043,0.12
2007-09-22,1.4091,1.4064,1.4122,1.4043,0.12
2007-09-23,1.4091,1.4064,1.4122,1.4043,0.12
2007-09-24,1.4085,1.4091,1.4131,1.4068,-0.04
2007-09-25,1.4146,1.4084,1.4154,1.406,0.43
2007-09-26,1.413,1.4146,1.4163,1.4111,-0.11
2007-09-27,1.4151,1.4131,1.4191,1.4124,0.15
2007-09-28,1.4272,1.4149,1.4279,1.4145,0.86
2007-09-29,1.4272,1.4149,1.4279,1.4145,0.86
2007-09-30,1.4272,1.4149,1.4279,1.4145,0.86
2007-10-01,1.4232,1.4278,1.4282,1.4211,-0.28
2007-10-02,1.4153,1.4233,1.4239,1.4139,-0.56
2007-10-03,1.4085,1.4152,1.4202,1.4082,-0.48
2007-10-04,1.4135,1.4091,1.415,1.4068,0.35
2007-10-05,1.4136,1.4133,1.4157,1.4031,0.01
2007-10-06,1.4136,1.4133,1.4157,1.4031,0.01
2007-10-07,1.4136,1.4133,1.4157,1.4031,0.01
2007-10-08,1.4057,1.4146,1.4154,1.4034,-0.56
2007-10-09,1.4108,1.4058,1.4115,1.4015,0.36
2007-10-10,1.4147,1.4103,1.4173,1.4094,0.28
2007-10-11,1.4194,1.4143,1.4242,1.4135,0.33
2007-10-12,1.4179,1.4201,1.4214,1.4153,-0.11
2007-10-13,1.4179,1.4201,1.4214,1.4153,-0.11
2007-10-14,1.4179,1.4201,1.4214,1.4153,-0.11
2007-10-15,1.4212,1.4182,1.4245,1.4161,0.23
2007-10-16,1.4163,1.4215,1.4229,1.4143,-0.34
2007-10-17,1.4203,1.4169,1.4231,1.4157,0.28
2007-10-18,1.4293,1.4209,1.4312,1.4196,0.63
2007-10-19,1.4305,1.4286,1.432,1.4245,0.08
2007-10-20,1.4305,1.4286,1.432,1.4245,0.08
2007-10-21,1.4305,1.4286,1.432,1.4245,0.08
2007-10-22,1.4177,1.4327,1.4348,1.4125,-0.89
2007-10-23,1.4261,1.4179,1.4281,1.417,0.59
2007-10-24,1.4267,1.4261,1.427,1.4189,0.04
2007-10-25,1.4323,1.4266,1.4346,1.4247,0.39
2007-10-26,1.4397,1.433,1.4398,1.4317,0.52
2007-10-27,1.4397,1.433,1.4398,1.4317,0.52
2007-10-28,1.4397,1.433,1.4398,1.4317,0.52
2007-10-29,1.4425,1.4412,1.444,1.4377,0.19
2007-10-30,1.444,1.4425,1.4442,1.4375,0.1
2007-10-31,1.4481,1.444,1.4505,1.4418,0.28
2007-11-01,1.442,1.448,1.4484,1.4404,-0.42
2007-11-02,1.4508,1.4423,1.4528,1.4417,0.61
2007-11-03,1.4508,1.4423,1.4528,1.4417,0.61
2007-11-04,1.4508,1.4423,1.4528,1.4417,0.61
2007-11-05,1.4463,1.4514,1.4526,1.4444,-0.31
2007-11-06,1.4556,1.4466,1.4573,1.4464,0.64
2007-11-07,1.4644,1.4559,1.4731,1.4553,0.6
2007-11-08,1.4674,1.4642,1.4705,1.4616,0.2
2007-11-09,1.4676,1.4672,1.4754,1.463,0.01
2007-11-10,1.4676,1.4672,1.4754,1.463,0.01
2007-11-11,1.4676,1.4672,1.4754,1.463,0.01
2007-11-12,1.4535,1.4671,1.4676,1.4526,-0.96
2007-11-13,1.4603,1.4533,1.4635,1.4521,0.47
2007-11-14,1.4657,1.4604,1.4726,1.4598,0.37
2007-11-15,1.4619,1.4644,1.4707,1.4606,-0.26
2007-11-16,1.4659,1.4611,1.4674,1.4581,0.27
2007-11-17,1.4659,1.4611,1.4674,1.4581,0.27
2007-11-18,1.4659,1.4611,1.4674,1.4581,0.27
2007-11-19,1.4663,1.4671,1.4688,1.4618,0.03
2007-11-20,1.4823,1.4665,1.4834,1.4634,1.09
2007-11-21,1.4857,1.4842,1.4872,1.4773,0.23
2007-11-22,1.4855,1.4857,1.4874,1.4821,-0.01
2007-11-23,1.4837,1.4849,1.4968,1.4784,-0.12
2007-11-24,1.4837,1.4849,1.4968,1.4784,-0.12
2007-11-25,1.4837,1.4849,1.4968,1.4784,-0.12
2007-11-26,1.4881,1.4823,1.4888,1.4805,0.3
2007-11-27,1.4831,1.4872,1.491,1.4809,-0.34
2007-11-28,1.4831,1.4824,1.486,1.471,0
2007-11-29,1.4741,1.4844,1.4847,1.472,-0.61
2007-11-30,1.4632,1.4745,1.4785,1.4628,-0.74
2007-12-01,1.4632,1.4745,1.4785,1.4628,-0.74
2007-12-02,1.4632,1.4745,1.4785,1.4628,-0.74
2007-12-03,1.4665,1.4638,1.4708,1.4619,0.23
2007-12-04,1.4766,1.4667,1.4768,1.4634,0.69
2007-12-05,1.4604,1.4765,1.4771,1.4591,-1.1
2007-12-06,1.4632,1.4611,1.4653,1.4527,0.19
2007-12-07,1.4657,1.4632,1.4674,1.46,0.17
2007-12-08,1.4657,1.4632,1.4674,1.46,0.17
2007-12-09,1.4657,1.4632,1.4674,1.46,0.17
2007-12-10,1.4714,1.4655,1.4737,1.464,0.39
2007-12-11,1.4651,1.4714,1.4752,1.464,-0.43
2007-12-12,1.4707,1.4657,1.4748,1.4649,0.38
2007-12-13,1.4627,1.4706,1.4738,1.4576,-0.54
2007-12-14,1.4419,1.463,1.4661,1.4411,-1.42
2007-12-15,1.4419,1.463,1.4661,1.4411,-1.42
2007-12-16,1.4419,1.463,1.4661,1.4411,-1.42
2007-12-17,1.44,1.4388,1.4455,1.4331,-0.13
2007-12-18,1.4409,1.44,1.4438,1.4367,0.06
2007-12-19,1.4378,1.4416,1.4424,1.4325,-0.22
2007-12-20,1.432,1.4375,1.4392,1.4309,-0.4
2007-12-21,1.4367,1.4327,1.4411,1.4316,0.33
2007-12-22,1.4367,1.4327,1.4411,1.4316,0.33
2007-12-23,1.4367,1.4327,1.4411,1.4316,0.33
2007-12-24,1.4399,1.4374,1.4414,1.4359,0.22
2007-12-25,1.4405,1.4397,1.4415,1.4389,0.04
2007-12-26,1.4493,1.4402,1.4507,1.439,0.61
2007-12-27,1.4613,1.4487,1.464,1.4469,0.83
2007-12-28,1.4717,1.4624,1.4729,1.4592,0.71
2007-12-29,1.4717,1.4624,1.4729,1.4592,0.71
2007-12-30,1.4717,1.4624,1.4729,1.4592,0.71
2007-12-31,1.459,1.472,1.4748,1.4569,-0.86
2008-01-01,1.4589,1.4587,1.461,1.4578,-0.01
2008-01-02,1.4727,1.4593,1.4752,1.4589,0.95
2008-01-03,1.4748,1.4726,1.4783,1.4687,0.14
2008-01-04,1.4745,1.4748,1.4825,1.4695,-0.02
2008-01-05,1.4745,1.4748,1.4825,1.4695,-0.02
2008-01-06,1.4745,1.4748,1.4825,1.4695,-0.02
2008-01-07,1.4689,1.4747,1.4758,1.4659,-0.38
2008-01-08,1.4708,1.4692,1.4746,1.468,0.13
2008-01-09,1.4661,1.4705,1.4745,1.464,-0.32
2008-01-10,1.4807,1.4658,1.4816,1.464,1
2008-01-11,1.4777,1.4808,1.4821,1.4762,-0.2
2008-01-12,1.4777,1.4808,1.4821,1.4762,-0.2
2008-01-13,1.4777,1.4808,1.4821,1.4762,-0.2
2008-01-14,1.4868,1.4783,1.4916,1.478,0.62
2008-01-15,1.4808,1.4867,1.4923,1.48,-0.4
2008-01-16,1.4659,1.4802,1.486,1.4595,-1.01
2008-01-17,1.4659,1.4651,1.4715,1.4588,0
2008-01-18,1.4611,1.4647,1.4697,1.4604,-0.33
2008-01-19,1.4611,1.4647,1.4697,1.4604,-0.33
2008-01-20,1.4611,1.4647,1.4697,1.4604,-0.33
2008-01-21,1.4446,1.4605,1.4606,1.4422,-1.13
2008-01-22,1.4627,1.4446,1.4644,1.4365,1.25
2008-01-23,1.4638,1.4627,1.4684,1.451,0.08
2008-01-24,1.4768,1.463,1.4781,1.4591,0.89
2008-01-25,1.4672,1.4758,1.4777,1.4661,-0.65
2008-01-26,1.4672,1.4758,1.4777,1.4661,-0.65
2008-01-27,1.4672,1.4758,1.4777,1.4661,-0.65
2008-01-28,1.4786,1.4681,1.4799,1.466,0.78
2008-01-29,1.4777,1.4784,1.4798,1.4737,-0.06
2008-01-30,1.488,1.4777,1.4907,1.4756,0.7
2008-01-31,1.4866,1.4862,1.4915,1.4801,-0.09
2008-02-01,1.48,1.486,1.4954,1.4787,-0.44
2008-02-02,1.48,1.486,1.4954,1.4787,-0.44
2008-02-03,1.48,1.486,1.4954,1.4787,-0.44
2008-02-04,1.4827,1.4807,1.4851,1.4794,0.18
2008-02-05,1.4639,1.4832,1.4836,1.4622,-1.27
2008-02-06,1.4622,1.4645,1.4672,1.4591,-0.12
2008-02-07,1.4485,1.4636,1.4655,1.444,-0.94
2008-02-08,1.451,1.4482,1.4548,1.4449,0.17
2008-02-09,1.451,1.4482,1.4548,1.4449,0.17
2008-02-10,1.451,1.4482,1.4548,1.4449,0.17
2008-02-11,1.4526,1.4518,1.4579,1.4482,0.11
2008-02-12,1.4583,1.452,1.4615,1.4495,0.39
2008-02-13,1.457,1.4579,1.46,1.4531,-0.09
2008-02-14,1.4638,1.457,1.4648,1.4548,0.47
2008-02-15,1.468,1.4638,1.4711,1.4632,0.29
2008-02-16,1.468,1.4638,1.4711,1.4632,0.29
2008-02-17,1.468,1.4638,1.4711,1.4632,0.29
2008-02-18,1.4659,1.4679,1.4692,1.4611,-0.14
2008-02-19,1.4727,1.4655,1.4759,1.4642,0.46
2008-02-20,1.4713,1.4727,1.4732,1.4614,-0.1
2008-02-21,1.4813,1.4712,1.4838,1.4703,0.68
2008-02-22,1.4832,1.4812,1.4864,1.4789,0.13
2008-02-23,1.4832,1.4812,1.4864,1.4789,0.13
2008-02-24,1.4832,1.4812,1.4864,1.4789,0.13
2008-02-25,1.4829,1.4839,1.4846,1.4795,-0.02
2008-02-26,1.4975,1.4829,1.4984,1.4779,0.98
2008-02-27,1.5123,1.498,1.5145,1.4972,0.99
2008-02-28,1.5223,1.5124,1.5231,1.5074,0.66
2008-02-29,1.5181,1.5205,1.524,1.5144,-0.28
2008-03-01,1.5181,1.5205,1.524,1.5144,-0.28
2008-03-02,1.5181,1.5205,1.524,1.5144,-0.28
2008-03-03,1.5208,1.5194,1.5276,1.5156,0.18
2008-03-04,1.521,1.5206,1.525,1.5173,0.01
2008-03-05,1.5271,1.5215,1.5303,1.5146,0.4
2008-03-06,1.5389,1.5265,1.5396,1.5261,0.77
2008-03-07,1.5351,1.5388,1.5461,1.5314,-0.25
2008-03-08,1.5351,1.5388,1.5461,1.5314,-0.25
2008-03-09,1.5351,1.5388,1.5461,1.5314,-0.25
2008-03-10,1.5341,1.5364,1.5404,1.5313,-0.07
2008-03-11,1.5333,1.5346,1.5497,1.5283,-0.05
2008-03-12,1.5571,1.5337,1.5571,1.5334,1.55
2008-03-13,1.564,1.5566,1.5646,1.5522,0.44
2008-03-14,1.5675,1.5627,1.569,1.5532,0.22
2008-03-15,1.5675,1.5627,1.569,1.5532,0.22
2008-03-16,1.5675,1.5627,1.569,1.5532,0.22
2008-03-17,1.5729,1.5725,1.5906,1.5685,0.34
2008-03-18,1.5626,1.5731,1.5834,1.5618,-0.65
2008-03-19,1.5633,1.5623,1.5787,1.5583,0.04
2008-03-20,1.5434,1.5641,1.5652,1.5397,-1.27
2008-03-21,1.5432,1.5433,1.5474,1.5406,-0.01
2008-03-22,1.5432,1.5433,1.5474,1.5406,-0.01
2008-03-23,1.5432,1.5433,1.5474,1.5406,-0.01
2008-03-24,1.5432,1.5422,1.5458,1.5342,0
2008-03-25,1.5629,1.5433,1.5659,1.5408,1.28
2008-03-26,1.5845,1.563,1.586,1.5584,1.38
2008-03-27,1.5781,1.5842,1.5848,1.5726,-0.4
2008-03-28,1.5802,1.5779,1.5841,1.5741,0.13
2008-03-29,1.5802,1.5779,1.5841,1.5741,0.13
2008-03-30,1.5802,1.5779,1.5841,1.5741,0.13
2008-03-31,1.5774,1.5812,1.5896,1.576,-0.18
2008-04-01,1.561,1.5764,1.5787,1.556,-1.04
2008-04-02,1.5688,1.5617,1.5703,1.5534,0.5
2008-04-03,1.568,1.5689,1.5694,1.551,-0.05
2008-04-04,1.5737,1.5683,1.5775,1.5637,0.36
2008-04-05,1.5737,1.5683,1.5775,1.5637,0.36
2008-04-06,1.5737,1.5683,1.5775,1.5637,0.36
2008-04-07,1.5703,1.5732,1.5737,1.5627,-0.22
2008-04-08,1.5701,1.571,1.5799,1.5674,-0.01
2008-04-09,1.5832,1.5702,1.5866,1.5684,0.83
2008-04-10,1.5743,1.583,1.5913,1.5724,-0.56
2008-04-11,1.5807,1.5743,1.5857,1.5739,0.41
2008-04-12,1.5807,1.5743,1.5857,1.5739,0.41
2008-04-13,1.5807,1.5743,1.5857,1.5739,0.41
2008-04-14,1.5845,1.5698,1.5887,1.5671,0.24
2008-04-15,1.5792,1.5841,1.5876,1.5751,-0.33
2008-04-16,1.595,1.5791,1.5978,1.5758,1
2008-04-17,1.5896,1.594,1.5984,1.5846,-0.34
2008-04-18,1.5815,1.5895,1.5959,1.5712,-0.51
2008-04-19,1.5815,1.5895,1.5959,1.5712,-0.51
2008-04-20,1.5815,1.5895,1.5959,1.5712,-0.51
2008-04-21,1.5906,1.5812,1.5948,1.5791,0.58
2008-04-22,1.5988,1.5912,1.6019,1.5834,0.52
2008-04-23,1.5888,1.6,1.6,1.5859,-0.63
2008-04-24,1.5683,1.5883,1.5892,1.5638,-1.29
2008-04-25,1.5625,1.568,1.5709,1.5555,-0.37
2008-04-26,1.5625,1.568,1.5709,1.5555,-0.37
2008-04-27,1.5625,1.568,1.5709,1.5555,-0.37
2008-04-28,1.566,1.5617,1.5693,1.5593,0.22
2008-04-29,1.5569,1.5651,1.5661,1.5541,-0.58
2008-04-30,1.5617,1.5568,1.5643,1.5517,0.31
2008-05-01,1.547,1.5614,1.5644,1.5429,-0.94
2008-05-02,1.5429,1.5467,1.5501,1.536,-0.27
2008-05-03,1.5429,1.5467,1.5501,1.536,-0.27
2008-05-04,1.5429,1.5467,1.5501,1.536,-0.27
2008-05-05,1.5492,1.5433,1.5519,1.5422,0.41
2008-05-06,1.5531,1.5498,1.5594,1.5451,0.25
2008-05-07,1.5391,1.5531,1.5539,1.5365,-0.9
2008-05-08,1.5407,1.5394,1.5441,1.5285,0.1
2008-05-09,1.5483,1.5404,1.5491,1.5394,0.49
2008-05-10,1.5483,1.5404,1.5491,1.5394,0.49
2008-05-11,1.5483,1.5404,1.5491,1.5394,0.49
2008-05-12,1.5547,1.5462,1.5571,1.5365,0.41
2008-05-13,1.546,1.5541,1.5567,1.5431,-0.56
2008-05-14,1.5476,1.5471,1.5487,1.5395,0.1
2008-05-15,1.5444,1.5482,1.5548,1.5419,-0.21
2008-05-16,1.5577,1.5442,1.5602,1.5437,0.86
2008-05-17,1.5577,1.5442,1.5602,1.5437,0.86
2008-05-18,1.5577,1.5442,1.5602,1.5437,0.86
2008-05-19,1.5518,1.5597,1.5633,1.5485,-0.38
2008-05-20,1.5657,1.5518,1.568,1.5503,0.9
2008-05-21,1.5789,1.565,1.5795,1.5631,0.84
2008-05-22,1.573,1.5795,1.5816,1.5692,-0.37
2008-05-23,1.5766,1.5726,1.5796,1.5697,0.23
2008-05-24,1.5766,1.5726,1.5796,1.5697,0.23
2008-05-25,1.5766,1.5726,1.5796,1.5697,0.23
2008-05-26,1.5776,1.5772,1.5794,1.5742,0.06
2008-05-27,1.5685,1.5774,1.5819,1.5681,-0.58
2008-05-28,1.5638,1.5678,1.5762,1.5608,-0.3
2008-05-29,1.5516,1.5646,1.5665,1.5486,-0.78
2008-05-30,1.5554,1.5517,1.5571,1.5462,0.24
2008-05-31,1.5554,1.5517,1.5571,1.5462,0.24
2008-06-01,1.5554,1.5517,1.5571,1.5462,0.24
2008-06-02,1.5544,1.556,1.5591,1.5487,-0.06
